SupplierID,SupplierName,RawMaterialBatchID,MaterialName,MaterialGrade,InitialQuantity,Unit,ReceiveDate,MachineID,MachineName,MachineType,LastMaintenanceDate,CustomerOrderID,CustomerName,OrderDate,ProductionOrderID,ComponentToProduce,QuantityToProduce,ScheduledStart,ScheduledEnd,Status,MaterialUsedBatchID,QuantityUsed,QualityCheckID,CheckTimestamp,Result,InspectorName
S-02,SteelCorp,RM-0052,Steel Angle,Mixed Grades,3777,kg,25-11-2024,M-202,P1-Wire Drawer 1,Lathe,17-09-2025 14:03,C-507,Customer 115,27-03-2024 21:04,P1-24-1022,Component K4,502.5338097,31-07-2025 10:11,29-03-2024 02:19,Completed,,,,,Passed,
S-06,CopperCo,RM-0074,Steel Sheet,SS-304,1779,kg,17-05-2025,M-103,P1-Waterjet Cutter,Press,21-10-2025 18:05,C-513,Customer 64,13-11-2024 13:22,1056,Component K8,584.5575727,16-01-2024 00:23,27-03-2025 10:47,Quoted,RM-0023,,QC-287,,Passed,John Doe
S-01,Precision Fasteners,RM-0057,Copper Foil,American Standard,"$1,031",ft,27-07-2025,M-105,P1-CNC Lathe 1,Cutter,23-11-2023 04:32,C-510,Customer 89,16-04-2025 09:12,P1-24-1034,Component X4,603.6591283,29-09-2024 11:34,04-12-2024 01:17,Scheduled,RM-0078,,QC-238,16-01-2024 12:21,,John Doe
S-06,Global Metals,RM-0072,Rivet Blank,Grade 12,1147,kg,17-05-2025,M-105,P1-Wire Drawer 1,Grinder,25-06-2024 11:39,C-505,Customer 148,09-05-2025 17:34,P2-24-1082,Component I6,799.1186172,21-02-2024 07:11,05-02-2023 23:18,Rework Required,RM-0005,,QC-237,,,Awaiting stock confirmation
S-08,CopperCo,RM-0098,Copper Tube,Cast Tooling,1212,kg,13-02-2024,M-103,P1-Waterjet Cutter,Cutter,04-12-2022 17:41,C-506,Customer 63,08-01-2024 09:44,P1-25-1072,Component C6,904.1326111,29-01-2025 02:44,27-04-2023 06:02,In Progress,RM-0054,,,01-10-2025 15:21,,Mary Williams
S-06,SteelCorp,RM-0037,Copper Plate,Type 1,4480,kg,24-09-2024,M-104,P1-Wire Drawer 1,Mill,17-02-2025 20:23,C-502,Customer 63,25-06-2024 04:41,1081,Component Q1,388.7262252,01-08-2025 06:17,05-12-2024 02:04,In Progress,,,,,Failed,Mary Williams
S-01,Global Metals,RM-0028,ABS Filament,C101,3373,kg,28-01-2023,M-101,P2-Milling Machine 2,Cutter,09/25/2024,C-513,Customer 90,11-08-2023 13:50,P2/23/1003,Component H1,1033.177162,18-05-2024 11:37,04-12-2024 16:54,Scheduled,RM-0042,596.4315559,QC-216,,Passed,Peter Jones
S-08,Global Metals,RM-0034,Steel Sheet,2024-T351,3269,kg,17-05-2025,M-202,P1-CNC Lathe 1,Grinder,19-12-2023 12:20,C-501,Customer 101,19-01-2024 12:39,P1_24_1040,Component V5,207.9912355,24-05-2025 08:24,17-01-2024 08:54,Completed,RM-0093,3338.375281,,25-05-2025 07:11,,Mary Williams
S-02,Precision Fasteners,RM-0077,Hex Nut Blank,AR400,2705,kg,17-05-2025,M-201,P1-Wire Drawer 1,Press,09-03-2023 03:22,C-508,Customer 91,09-05-2025 21:52,P1_24_1040,Component E1,218.6966171,16-01-2024 19:54,24-05-2025 08:34,Completed,,1088.407268,QC-269,,Passed,Jane Smith
S-04,Precision Fasteners,RM-0038,Steel Tube,Hot Rolled,2186,ft,28-01-2024,M-202,P2-Milling Machine 2,Press,18-10-2024 19:54,C-510,Customer 122,09-05-2025 17:34,P1-25-1001,Component C4,89.56134362,03-12-2024 23:54,23-02-2024 18:26,Rework Complete,RM-0061,3459.076506,QC-231,25-04-2024 23:21,,
S-02,Global Metals,RM-0039,Copper Wire,AMS 4911,2335,kg,16-07-2024,P1-LATHE-01,P1-Wire Drawer 1,Mill,25-06-2024 11:39,C-509,Customer 81,14-01-2023 20:53,P1-24-1018,Component J3,195.3929688,29-09-2024 11:34,27-01-2023 15:25,Completed,RM-0052,,,22-05-2025 19:35,,
S-08,CopperCo,RM-0040,Steel Round Bar,Grade 8 Steel,2731,kg,12-02-2024,M-202,P1-Stamping Press 1,Mill,03-04-2025 18:31,C-508,Customer 63,14-Feb-25,P1_24_1097,Component E1,976.4739887,22-05-2025 01:24,19-05-2024 09:37,Completed,,1625.239244,QC-205,06-02-2023 17:15,,Peter Jones
S-01,Global Metals,RM-0006-B,Copper Sheet,Grade 8 Steel,1134,pcs,18-04-2025,M-105,P2-Milling Machine 2,Cutter,02-12-2025,C-508,Customer 119,14-Feb-25,1085,Component Z7,902.4615395,20-05-2025 02:14,16-02-2024 02:25,Completed,,407.5567781,QC-269,,,Jane Smith
S-01,SteelCorp,RM-0082,Lock Washer,Clear,1603,pcs,21-01-2023,M-103,P1-Wire Drawer 1,Mill,25-06-2024 11:39,C-503,Customer 105,09-04-2025 00:34,P1-23-1015,Component R8,272.3419304,03-12-2024 10:17,18-03-2024 01:23,Completed,RM-0017,,,,Passed,Conflicting duplicate record - missing material and QC
S-04,Global Metals,RM-0032,Steel Plate,ACR,1551,pcs,28-01-2024,M-201,P1-CNC Lathe 1,Drawer,21-10-2025 18:05,C-512,Customer 78,04-26-2024 10:29,P1-24-1018,Component S8,470.4202815,13-03-2025 01:21,27-09-2024 15:21,Completed,RM-0096,976.800151,,26-01-2023 17:15,,Jane Smith
S-04,SteelCorp,RM-0063,Copper Foil,Grade 9,2853,kg,18-04-2023,M-101,P1-Waterjet Cutter,Lathe,07-12-2024 15:45,C-502,Customer 118,08-01-2024 09:44,P1_24_1031,Component Y4,339.2986357,26-04-2023 14:02,05-10-2025 08:15,In Progress,RM-0042,,,08-01-2025 00:30,Passed,Peter Jones
S-03,SteelCorp,RM-0031,Steel H-Pile,Unfilled,2737,kg,18-04-2024,M-103,P1-CNC Lathe 1,Mill,19-06-2025 00:03,C-506,Customer 91,14-01-2023 20:53,P1-25-1008,Component C8,419.7970254,21-02-2025 02:45,02-08-2025 01:35,Completed,RM-0025,,QC-215,31-07-2025 23:22,Passed,johndoe
S-04,SteelCorp,RM-0061,Titanium Powder,Grade 5,1121,kg,17-05-2025,M-103,P1-Wire Drawer 1,Press,13-05-2024 14:14,C-502,Customer 143,07-16-2024 11:39,P1_24_1044,Component Y5,526.3297364,22-05-2025 01:24,06-12-2024 05:06,Completed,,2047.113241,,,,Mary Williams
S-01,Precision Fasteners,RM-0009,Steel Square Bar,Black,2930,kg,24-09-2024,M-103,P1-Wire Drawer 1,Lathe,01-08-2024 01:14,C-511,Customer 100,09-05-2025 17:34,P2/23/1023,Component V1,317.7014983,17-02-2024 03:00,04-12-2024 16:54,Completed,RM-0035,,QC-254,21-01-2024 15:21,Passed,
S-01,Copper Co.,RM-0037,Rivet Blank,1018 Carbon,1780,kg,11-06-2024,M-103,P2-Grinding Machine 5,Press,11-08-2024 11:15,C-513,Customer 124,03-03-2025 14:15,1081,Component E1,646.0473994,22-07-2024 09:23,21-01-2024 16:14,Completed,RM-0027,2020.891689,,24-04-2023 15:43,,Mary Williams
S-01,SteelCorp,RM-0009,Washer Blank,Cold Finished,1288,pcs,11-08-2024,M-201,P1-CNC Lathe 1,Mill,19-12-2023 12:20,C-501,Customer 93,09-05-2025 17:34,P2-25-1030,Component I6,867.3096118,22-02-2024 23:26,22-04-2025 00:14,Completed,RM-0071,,,,Passed,John Doe
S-01,SteelCorp,RM-0079,Hex Nut Blank,Assorted,3122,kg,25-11-2024,M-101,P1-Wire Drawer 1,Press,09/25/2024,C-500,Customer 135,14-Feb-25,P1-24-1093,Component Z2,1037.698649,20-05-2025 02:14,26-01-2023 18:21,Scheduled,,,QC-254,28-11-2025 17:15,Passed,Jane Smith
S-01,SteelCorp,RM-0020,Aluminum Tube,1045,1147,kg,28-01-2023,M-103,P1-CNC Lathe 1,Drawer,10-01-2024,C-511,Customer 140,03-24-2025 15:53,P1-24-1043,Component T2,709.996431,05-12-2025 07:54,01-08-2025 22:17,Completed,,,,26-01-2023 02:44,,marywilliams
S-03,CopperCo,RM-0096,Aluminum Sheet,Alloy Steel,4025,kg,24-09-2024,M-101,P2-Milling Machine 2,Cutter,28-12-2023 17:10,C-505,Customer 88,14-Feb-25,P1_24_1044,Component V9,201.9463627,20-02-2024 02:13,22-01-2023 17:21,Scheduled,,1488.195158,QC-234,24-04-2024 15:31,Passed,Mary Williams
S-06,Global Metals,RM-0096,Copper Tube,Type L,1781,ft,26-03-2024,M-103,P1-CNC Lathe 1,Lathe,21-10-2025 18:05,C-503,Customer 10,02-09-2024 18:37,P1_25_1002,Component V1,564.9225779,22-05-2025 01:21,21-02-2024 02:13,In Progress,RM-0051,2038.235124,QC-286,02-08-2025 10:39,,
S-01,SteelCorp,RM-0030,Copper Rod,A2 Stainless,3269,pcs,24-09-2024,M-104,P1-Wire Drawer 1,Grinder,21-06-2025 00:03,C-501,Customer 60,16-04-2025 09:12,1046,Component O7,266.1635574,06-02-2024 02:44,03-09-2023 12:05,Completed,RM-0100,,,21-01-2024 15:21,,Jane Smith
S-06,SteelCorp,RM-0066,Titanium Hex Bar,Grade 4,3284,KG,18-04-2024,M-104,P1-Wire Drawer 1,Grinder,16-12-2022 02:54,C-503,Customer 127,14-01-2023 20:53,1056,Component A5,84.83895701,23-05-2025 08:34,21-04-2025 21:18,Scheduled,,,QC-220,29-01-2025 14:52,,Material receive date is after order start
S-04,AluWorks,RM-0062,Titanium Sheet,Aluminum,3373,KG,24-09-2024,M-103,P2-Grinding Machine 5,Mill,03/23/2025,C-504,Customer 51,08-01-2024 09:44,P1-23-1015,Component M3,408.4872204,17-02-2025 12:47,14-06-2024 17:37,Quoted,,1768.399663,,19-02-2024 00:35,Passed,Peter Jones
S-03,SteelCorp,RM-0023,Steel Hex Bar,WT5x6,3101,pcs,25-11-2025,M-202,P2-Milling Machine 2,Drawer,07-12-2023 10:27,C-513,Customer 65,03-09-2024 10:49,P2-24-1083,Component P7,719.298952,14-06-2024 05:37,30-09-2024 05:34,Scheduled,,,QC-269,,,Peter Jones
S-04,SteelCorp,RM-0009,Steel Plate,C110,1551,lbs,14-01-2024,M-101,P1-CNC Lathe 1,Grinder,21-10-2025 18:05,C-500,Customer 101,09-07-2025 23:44,P1-25-1045,Component W2,83.84686955,02-10-2024 01:21,23-04-2024 04:27,Completed,,,QC-289,29-01-2025 00:44,Passed,Mary Williams
S-01,Global Metals,RM-0090,Aluminum Ingot,Type L,1551,kg,13-05-2024,M-201,P2-Milling Machine 2,Lathe,02-09-2025,C-510,Customer 147,13-01-2023 13:00,P1-25-1087,Component E1,414.8215011,20-03-2024 02:11,17-01-2024 19:14,Scheduled,RM-0034,,QC-240,29-11-2024 22:12,Passed,marywilliams
S-02,PlasticPro Inc.,RM-0047,ABS Filament,6063-T5,1360,kg,24-03-2025,M-104,P1-Wire Drawer 1,Cutter,20-01-2024 18:22,C-512,Customer 50,09-01-2025 23:16,P1-24-1093,Component Z1,550.2505791,29-11-2024 01:05,17-01-2024 08:54,Completed,,,,29-01-2025 00:44,Passed,Jane Smith
S-04,CopperCo,RM-0095,Titanium Pipe,High Carbon,2335,kg,29-07-2025,M-105,P1-Waterjet Cutter,Drawer,17-02-2025 19:51,C-500,Customer 77,16-04-2025 09:12,P2-24-1047,Component Y2,219.6620961,26-01-2023 01:21,26-04-2024 00:18,Completed,RM-0034,,QC-217,,,
S-01,SteelCorp,RM-0015,Titanium Sheet,Mild Steel,4130,kg,28-01-2024,M-104,P1-Robotic Welder 1,Lathe,24-03-2025 18:31,C-500,Customer 103,09-05-2025 17:34,P2-25-1057,Component Y1,696.0251777,15-06-2024 11:43,02-10-2024 12:14,Scheduled,RM-0059,,,29-01-2025 14:52,,Peter Jones
S-06,Alu Works,RM-0078,PVC Sheet,Alloy Steel,2828,kg,18-04-2025,M-101,P1-CNC Lathe 1,Press,13-01-2025 10:59,C-505,Customer 105,24-05-2024 22:52,1046,Component G8,488.2633271,17-02-2025 14:52,25-05-2025 08:24,Completed,,2186.783885,,21-07-2024 01:21,,Conflicting duplicate record - missing material and QC
S-01,Global Metals,RM-0090,Steel Rod,C101,1650,kg,23-03-2025,M-201,P1-Wire Drawer 1,Drawer,03-08-2025 11:15,C-502,Customer 70,19-12-2023 12:20,P1_24_1084,Component L4,85.31984341,18-05-2024 11:37,21-02-2024 02:13,Completed,RM-0007,,QC-261,19-02-2024 00:35,Passed,Jane Smith
S-04,Global Metals,RM-0021,Titanium Powder,SS-316,3685,ft,17-05-2025,M-103,P1-Wire Drawer 1,Drawer,20-01-2024 18:22,C-501,Customer 93,12-03-2024 12:59,P1_24_1097,Component E1,129.2527376,02-09-2023 21:05,16-01-2024 13:23,Scheduled,RM-0063,,,29-11-2024 22:12,Passed,
S-04,Global Metals,RM-0040,Aluminum I-Beam,Cold Forged,2230,kg,18-04-2024,M-101,P2-Milling Machine 2,Cutter,19-12-2023 12:20,C-503,Customer 143,09-05-2025 17:34,P1-24-1093,Component U9,692.7003088,28-11-2025 10:25,23-04-2024 04:27,Rework Complete,,556.0211177,,25-04-2024 23:21,Failed,Peter Jones
S-08,Global Metals,RM-0033-C,Lock Washer,Grade 1,3148,kg,23-03-2025,M-202,P1-Stamping Press 1,Mill,18-02-2025 20:23,C-507,Customer 123,09-05-2025 17:34,P1-25-1027,Component E6,206.255675,05-02-2024 03:07,28-01-2023 12:40,Scheduled,,,QC-217,08-01-2025 00:30,Failed,Peter Jones
S-01,Global Metals,RM-0020,Acetal Copolymer,Seamless,3257,lbs,13-01-2024,M-103,P1-CNC Lathe 1,Mill,19-06-2025 00:03,C-507,Customer 132,02-09-2025 15:53,P2/23/1023,Component Z1,231.9874013,17-02-2025 14:52,20-07-2024 07:47,In Progress,,1260.54272,QC-283,25-05-2025 07:11,Passed,
S-03,Precision Fasteners,RM-0047,Copper Tube,Alloy Steel,2127,kg,25-11-2025,M-101,P2-Milling Machine 2,Lathe,05/18/2025,C-501,Customer 93,06-07-2025 05:27,P1-23-1051,Component C4,86.29583657,25-04-2025 11:34,28-01-2025 01:48,Scheduled,RM-0034,2395.551065,,,,Peter Jones
S-02,SteelCorp,RM-0056,Steel I-Beam,6AL-4V,3269,kg,28-01-2024,M-103,P1-Waterjet Cutter,Drawer,01-03-2025 10:55,C-506,Customer 107,19-12-2023 12:20,P1_24_1076,Component H2,669.7783646,29-09-2024 02:44,22-02-2024 00:11,Completed,RM-0016,3295.770377,QC-234,27-03-2025 09:56,Passed,
S-08,Global Metals,RM-0079,Titanium Wire,1045,4728,m,16-07-2024,M-103,P1-Wire Drawer 1,Press,21-10-2025 18:05,C-504,Customer 80,19-12-2023 12:20,P1-25-1036,Component Z4,540.3125676,16-01-2024 19:54,27-03-2025 10:47,In Progress,,,,23-04-2024 03:31,Passed,Reworked:No
S-04,SteelCorp,RM-0093,Titanium Ingot,American Standard,1780,m,13-01-2024,M-104,P1-Waterjet Cutter,Lathe,13-05-2024 14:14,C-512,Customer 120,07-16-2024 11:39,P1_24_1044,Component H1,532.4472591,15-06-2024 11:43,26-01-2023 18:21,Completed,RM-0065,,,,,
S-03,GlobalMetals,RM-0028,Steel Rod,C145 Tellurium,2393,pcs,25-08-2023,M-104,P1-Waterjet Cutter,Cutter,18-06-2025 20:30,C-505,Customer 55,12-11-2024 14:06,P1-25-1098,Component F7,120.1166745,15-02-2024 10:25,22-05-2025 17:21,On Hold,RM-0056,550.1975531,,,,
S-08,Global Metals,RM-0037,Steel Sheet Pile,C102,2166,kg,16-07-2024,M-104,P2-Grinding Machine 5,Mill,19-06-2025 00:03,C-505,Customer 133,24-05-2024 22:52,P2-25-1014,Component Y1,362.2008425,05-12-2025 07:54,01-08-2025 01:18,Completed,,,,,,Jane Smith
S-01,PlasticPro,RM-0005,Polypropylene,Grade 2,1288,KG,18-04-2023,M-101,P1-Wire Drawer 1,Grinder,08-03-2024 17:42,C-507,Customer 103,09-05-2025 17:34,1056,Component D3,265.1417239,21-01-2024 14:52,01-08-2025 00:11,Quoted,,638.6389249,,,Passed,Jane Smith
S-06,SteelCorp,RM-0085,Aluminum Tube,PZ-27,4101,meter,18-04-2025,M-201,P2-Grinding Machine 5,Mill,21-06-2025 00:03,C-510,Customer 144,14-Feb-25,P1-24-1034,Component P8,488.3260578,05-12-2025 07:54,26-05-2025 01:43,Completed,,622.1680852,QC-248,26-01-2023 17:15,Passed,Jane Smith
S-04,Global Metals,RM-0048,Copper Wire Bar,Grade 1,4511,kg,21-01-2023,M-104,P1-Waterjet Cutter,Lathe,09-10-2025 23:25,C-500,Customer 135,01-03-2025 05:44,P1_24_1040,Component M3,273.8155183,05-12-2024 23:18,29-03-2025 17:11,Quoted,RM-0071,104.7649973,QC-291,21-04-2024 20:31,,PriorityOrder:Yes
S-01,PlasticPro,RM-0058,Aluminum Angle,CP Grade 2,15118.08,kg,14-01-2024,M-201,P1-Stamping Press 1,Lathe,12/17/2023,C-513,Customer 10,01-03-2025 05:44,P1-23-1051,Component X4,441.340513,01-08-2025 06:17,16-01-2024 13:23,Completed,,898.9321653,QC-287,06-02-2023 17:15,Passed,John Doe
S-01,SteelCorp,RM-0040,Aluminum Round Bar,Grade 2,3284,kg,25-10-2025,M-201,P2-Milling Machine 2,Press,03-06-2024 07:11,C-513,Customer 127,27-03-2024 21:04,P2-24-1083,Component R3,218.663305,04-10-2025 14:15,22-02-2024 00:11,Completed,RM-0075,3716.867668,,21-02-2024 01:21,,Jane Smith
S-04,SteelCorp,RM-0023,Titanium Tube,Type 1,3483,ft,13-02-2024,M-105,P1-Stamping Press 1,Lathe,20-01-2024 18:22,C-507,Customer 110,13-11-2024 13:22,P2-24-1082,Component D3,736.1908823,01-08-2025 06:17,19-02-2024 09:28,Completed,,2278.41578,QC-289,,Passed,
S-02,Global Metals,RM-0079,Titanium Wire,Natural,4453,ft,17-05-2025,M-103,P1-Stamping Press 1,Lathe,17-09-2025 14:03,C-512,Customer 105,09-05-2025 17:34,P1_25_1017,Component E1,502.1605329,21-01-2024 14:52,18-01-2024 00:11,Quoted,,2093.146669,QC-237,,Passed,Jane Smith
S-06,CopperCo,RM-0053,Steel Bar,Type L,1650,kg,18-04-2024,M-101,P1-CNC Lathe 1,Lathe,20-01-2024 18:22,C-504,Customer 93,13-11-2024 13:22,P1-23-1086,Component Y5,81.88674803,17-02-2024 03:00,21-04-2024 21:23,Completed,RM-0045,1069.588218,QC-235,,Passed,
S-03,SteelCorp,RM-0050,Aluminum Ingot,Mixed Grades,1147,ft,11-06-2024,M-202,P1-CNC Lathe 1,Lathe,03/23/2025,C-506,Customer 104,19-01-2024 12:39,P1_25_1053,Component K8,401.8891437,25-04-2024 06:18,24-04-2024 16:14,Scheduled,,,QC-214,,Passed,Material receive date is after order start
S-08,PlasticPro,RM-0013,Titanium Scrap,Alloy Steel,2896,kg,16-07-2024,M-103,P1-CNC Lathe 1,Drawer,20-01-2024 18:22,C-509,Customer 79,09-01-2025 23:16,P1_24_1076,Component H6,618.5981147,20-02-2024 02:13,23-02-2024 18:26,On Hold,RM-0037,2085.87003,,,Passed,John Doe
S-08,SteelCorp,RM-0019,Steel Rod,Aluminum,4511,KG,23-03-2025,P1-LATHE-01,P1-Wire Drawer 1,Drawer,01-04-2024 15:43,C-508,Customer 96,03-09-2024 10:49,P1-25-1080,Component A9,996.9797538,25-04-2024 06:18,29-01-2025 15:44,Scheduled,RM-0067,,,26-01-2023 17:15,,Mary Williams
S-06,Global Metals,RM-0067,Steel Plate,6AL-4V,1779,meters,13-02-2024,M-202,P1-Wire Drawer 1,Mill,20-01-2024 18:22,C-510,Customer 129,16-07-2024 11:39,P1_24_1062,Component C5,83.26197956,01-10-2025 02:05,18-03-2024 01:23,Completed,RM-0007,,QC-259,22-04-2023 04:15,,
S-08,SteelCorp,RM-0030,Bolt Blank,Grade 5,4046,KG,16-07-2024,M-105,P2-Milling Machine 2,Lathe,03-06-2024 12:20,C-500,Customer 77,16-04-2025 09:12,P2-25-1021,Component T8,751.4239719,25-01-2023 11:34,17-08-2024 01:43,Scheduled,,,QC-248,24-04-2024 15:31,Passed,John Doe
S-04,SteelCorp,RM-0100,Steel Sheet,Beryllium Copper,4680,kg,17-05-2025,M-103,P1-Wire Drawer 1,Cutter,09-03-2023 03:22,C-500,Customer 80,08-01-2024 09:44,P1-23-1086,Component E6,967.7965186,05-12-2025 07:54,27-09-2024 15:21,Completed,RM-0015,,QC-205,21-04-2025 16:21,Passed,John Doe
S-06,SteelCorp,RM-0083,Screw Blank,WT5x6,1822,kg,16-07-2024,M-201,P1-Waterjet Cutter,Drawer,09-03-2023 03:22,C-508,Customer 115,24-05-2024 22:52,1005,Component D2,209.0868895,21-02-2024 07:11,25-12-2024 02:11,In Progress,RM-0031,,QC-215,17-01-2024 18:03,Passed,Mary Williams
S-01,Precision Fasteners,RM-0074,Aluminum Sheet,AMS 4911,2882,ft,14-02-2025,M-201,P1-Waterjet Cutter,Mill,10-12-2023 03:19,C-508,Customer 72,19-12-2023 12:20,1095,Component K8,209.7858762,21-02-2025 02:45,29-11-2024 23:05,Scheduled,RM-0027,,,,Passed,John Doe
S-01,PlasticPro,RM-0043,Copper Foil,Aluminized,1147,pcs,17-05-2025,M-201,P2-Milling Machine 2,Mill,18-10-2024 19:54,C-501,Customer 116,09-07-2025 23:44,P1-24-1022,Component E1,522.2465929,22-02-2024 23:26,17-01-2024 08:54,Scheduled,RM-0075,1509.261403,QC-287,05-02-2024 05:08,Failed,Jane Smith
S-06,PlasticPro,RM-0031,Steel T-Beam,High Carbon,4479,ft,13-02-2024,M-103,P2-Grinding Machine 5,Drawer,24-03-2025 18:31,C-502,Customer 137,26-01-2024 12:39,1060,Component K1,262.0245191,21-01-2024 00:14,27-01-2023 15:25,Completed,RM-0014,,QC-282,27-03-2025 09:56,Passed,Peter Jones
S-01,SteelCorp,RM-0045,Steel Sheet,Beryllium Copper,4101,kg,21-01-2025,M-105,P1-Wire Drawer 1,Mill,10/21/2025,C-511,Customer 131,24-05-2024 22:52,P1_24_1026,Component N9,356.3290883,15-02-2024 10:25,17-01-2024 08:54,Completed,RM-0019,1574.545168,QC-220,,Passed,
S-02,SteelCorp,RM-0082,Polycarbonate,Cold Finished,2.28E+03,kg,23-03-2025,M-101,P2-Grinding Machine 5,Drawer,07-12-2023 10:27,C-508,Customer 54,11-08-2023 13:50,P1-25-1098,Component K8,437.5587557,06-02-2024 02:44,02-10-2024 14:21,Scheduled,RM-0045,,QC-209,,,Jane Smith
S-06,Global Metals,RM-0013,Titanium Ingot,Grade 2,4347,kg,25-11-2024,M-103,P2-Milling Machine 2,Cutter,10-12-2023 03:19,C-503,Customer 123,02-05-2025 20:34,P1_24_1035,Component P8,690.54503,16-01-2024 19:54,25-05-2025 08:24,Completed,RM-0093,,,28-01-2023 11:41,Passed,Reworked:No
S-08,Alu Works,RM-0031,Titanium Foil,3/16 inch,2758,kg,28-01-2023,M-101,P2-Grinding Machine 5,Grinder,17-12-2023 09:27,C-510,Customer 137,27-03-2024 21:04,P2-24-1038,Component R8,84.22823603,16-01-2024 19:54,22-01-2023 17:21,Completed,,,QC-223,21-04-2025 16:21,Passed,John Doe
S-02,SteelCorp,RM-0001-A,Steel Coil,SS-304,1121,m,18-04-2023,M-104,P2-Milling Machine 2,Drawer,29-04-2024 14:14,C-509,Customer 71,23-10-2025 00:09,1077,Component D7,194.4875047,24-05-2025 08:24,29-11-2025 02:25,Scheduled,RM-0019,2396.720556,,22-01-2024 07:59,,Mary Williams
S-06,SteelCorp,RM-0052,Steel Bar,Ship & Car,1837,m,25-10-2025,M-105,P2-Grinding Machine 5,Lathe,01-04-2024 15:43,C-503,Customer 72,09-05-2025 17:34,P1_24_1084,Component Q1,84.97786464,05-12-2024 23:18,21-01-2024 16:14,Completed,RM-0040,1602.254056,,,,Mary Williams
S-04,Global Metals,RM-0004,Titanium Wire,AR400,2186,kg,27-07-2025,M-103,P1-Wire Drawer 1,Lathe,01-03-2024 17:42,C-509,Customer 73,02-09-2025 15:53,P1_24_1097,Component D2,684.1056155,14-06-2024 05:37,20-03-2024 19:11,Scheduled,,,QC-235,24-04-2023 15:43,Passed,John Doe
S-03,SteelCorp,RM-0047,Copper Sheet,Alloy Steel,1837,ft,17-05-2025,M-103,P2-Milling Machine 2,Mill,03-06-2024 12:20,C-503,Customer 149,04-11-2025 18:05,P1-24-1022,Component T2,521.2523204,21-04-2025 00:14,19-02-2024 09:28,Completed,,3577.92867,,,Passed,Jane Smith
S-06,SteelCorp,RM-0042,Titanium Powder,Natural,1467,m,13-05-2024,M-101,P1-Wire Drawer 1,Mill,18-06-2025 20:30,C-507,Customer 56,25-06-2024 04:41,P1-25-1007,Component G3,905.2188985,31-07-2025 10:11,25-05-2025 04:28,Scheduled,RM-0043,,,22-05-2025 19:35,Passed,Jane Smith
S-01,Precision Fasteners,RM-0095,Steel Tube,A36,1176,KG,24-09-2025,M-105,P1-Stamping Press 1,Grinder,24-03-2024 15:43,C-508,Customer 74,06-07-2025 05:27,P1_25_1017,Component Z3,509.5897668,27-01-2025 10:48,25-05-2025 04:28,Completed,RM-0073,,,19-08-2024 09:39,Passed,John Doe
S-04,Global Metals,RM-0069,Copper Ingot,Black,3587,kg,18-04-2025,P1-LATHE-01,P2-Grinding Machine 5,Drawer,03/23/2025,C-513,Customer 126,07-16-2024 11:39,1095,Component Z4,84.47799757,17-01-2024 10:11,21-02-2024 02:13,Quoted,,2811.858295,,21-02-2024 01:21,,Jane Smith
S-04,Global Metals,RM-0089,Titanium Powder,A2 Stainless,2930,kg,21-01-2025,M-301,P1-Waterjet Cutter,Drawer,17-12-2023 09:27,C-507,Customer 64,08-01-2023 17:35,1081,Component B8,86.01825928,20-07-2024 12:35,21-02-2024 02:13,Completed,,831.6918418,QC-274,06-02-2023 17:15,,Peter Jones
S-06,AluWorks,RM-0079,PVC Pellets,Hot Rolled,1147,pcs,21-01-2023,M-103,P1-Stamping Press 1,Welder,01-04-2024 15:43,C-508,Customer 111,10-01-2023 13:58,1091,Component R8,358.9579499,15-06-2024 11:43,26-04-2025 05:34,Completed,RM-0029,,,,,Material receive date is after order start
S-01,PlasticPro,RM-0079,Bolt Blank,1045,3777,kg,25-11-2025,M-201,P1-Stamping Press 1,Press,18-02-2025 20:23,C-505,Customer 145,23-12-2023 10:14,1050,Component O3,909.8840743,28-01-2025 11:37,21-07-2024 02:35,Completed,RM-0076,1196.508255,QC-231,28-11-2025 17:15,,
S-06,Precision Fasteners,RM-0007,Polycarbonate Sheet,Custom Profile,4951,kg,18-04-2024,M-101,P2-Milling Machine 2,Drawer,19-02-2025 19:51,C-509,Customer 146,10-29-2024 07:12,P1-24-1090,Component Y5,951.3266795,18-08-2024 10:43,22-04-2025 00:14,Scheduled,RM-0067,100.8633464,,,Passed,John Doe
S-01,Global Metals,RM-0095,Steel Round Bar,Woven,4130,kg,18-04-2024,M-201,P1-CNC Lathe 1,Drawer,04-12-2022 18:01,C-513,Customer 144,03-24-2025 15:53,P2-24-1047,Component P3,294.8103675,27-03-2025 02:11,01-08-2025 01:18,Quoted,,,QC-286,,,
S-06,AluWorks,RM-0012,Aluminum Ingot,Natural,4601,sq ft,25-11-2025,M-103,P1-Wire Drawer 1,Drawer,17-12-2023 09:27,C-500,Customer 91,04-25-2025 17:34,P1-25-1016,Component X1,82.35533672,24-01-2023 09:12,20-07-2024 07:47,Completed,,953.6657863,QC-225,,,
S-01,Global Metals,RM-0074,Titanium Ingot,6AL-4V,"4,466",kg,25-11-2024,M-105,P2-Milling Machine 2,Drawer,03-03-2024,C-502,Customer 111,27-03-2024 21:04,P1_24_1079,Component N9,795.943944,17-01-2024 01:14,01-10-2025 16:05,Completed,RM-0098,,,,,PriorityOrder:Yes
